Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Gross_price,Discount,Discount_amt,Net Price,Profit,Payment Mode
10919,31-08-2024,Arnav Sidhu,West,Ahmedabad,Sports,Cricket Bat,Cricket Bat Incidunt,5,28751,143755,20,28751,115004,9548.04,Debit Card
10920,19-08-2025,Khushi Rana,East,Patna,Books,Biography,Biography Iusto,2,60999,121998,20,24399.6,97598.4,20702.55,COD
10921,06-01-2025,Raghav Khurana,East,Guwahati,Beauty,Lipstick,Lipstick Unde,4,24570,98280,0,0,98280,7433.84,Net Banking
10922,01-09-2025,Tara Sharaf,South,Hyderabad,Home Decor,Wall Art,Wall Art Quos,5,5260,26300,10,2630,23670,4727.76,Credit Card
10923,21-06-2024,Hiran Buch,North,Delhi,Furniture,Bed,Bed Iusto,1,71109,71109,10,7110.9,63998.1,4593.02,Debit Card
10924,26-05-2025,Vaibhav Sarraf,West,Surat,Clothing,Accessories,Accessories Alias,4,8185,32740,10,3274,29466,2215.8,Debit Card
10925,30-12-2024,Eshani Sahota,South,Thiruvananthapuram,Kitchen,Juicer,Juicer Vero,5,46434,232170,5,11608.5,220561.5,48660.78,Net Banking
10926,27-03-2025,Stuvan Dayal,North,Jaipur,Groceries,Sugar,Sugar Dolor,1,33125,33125,0,0,33125,6898.31,UPI
10927,11-09-2025,Damini Majumdar,West,Goa,Furniture,Cabinet,Cabinet Nihil,1,17599,17599,0,0,17599,1392.83,UPI
10928,14-02-2025,Vritika Subramaniam,North,Lucknow,Kitchen,Juicer,Juicer Blanditiis,5,46729,233645,10,23364.5,210280.5,42654.73,COD
10929,27-10-2023,Kanav Chaudhari,North,Lucknow,Furniture,Sofa,Sofa Aut,5,23052,115260,5,5763,109497,12674.21,COD
10930,17-06-2024,Taran Karan,West,Mumbai,Kitchen,Juicer,Juicer Laboriosam,5,27728,138640,20,27728,110912,9667.72,COD
10931,20-04-2024,Taran Goyal,East,Kolkata,Electronics,Smartwatch,Smartwatch Ut,4,37863,151452,5,7572.6,143879.4,27406.72,Credit Card
10932,29-08-2025,Lakshay Dasgupta,West,Pune,Electronics,Camera,Camera Iusto,3,49016,147048,0,0,147048,31514.86,UPI
10933,05-03-2024,Yasmin Shroff,South,Chennai,Electronics,Headphones,Headphones Esse,5,590,2950,20,590,2360,380.11,Debit Card
10934,08-12-2023,Taran Singh,North,Delhi,Kitchen,Cookware Set,Cookware Set Praesentium,4,28798,115192,15,17278.8,97913.2,19892.34,UPI
10935,25-05-2025,Hunar Wason,East,Patna,Kitchen,Microwave,Microwave Molestiae,5,28787,143935,5,7196.75,136738.25,26610.04,UPI
10936,31-08-2025,Saanvi Raj,East,Patna,Groceries,Rice,Rice Dicta,2,67125,134250,0,0,134250,22469.48,Credit Card
10937,10-02-2024,Jayesh Thakkar,West,Mumbai,Books,Biography,Biography Similique,5,41701,208505,15,31275.75,177229.25,36719.2,Net Banking
10938,25-10-2024,Hrishita Chana,North,Amritsar,Home Decor,Vase,Vase Eveniet,1,35822,35822,20,7164.4,28657.6,1832.41,Credit Card
10939,04-04-2025,Anya Sarraf,North,Jaipur,Groceries,Oil,Oil Nihil,3,67696,203088,15,30463.2,172624.8,20223.28,UPI
10940,09-08-2024,Lavanya Yogi,North,Lucknow,Clothing,Shoes,Shoes Incidunt,3,35108,105324,5,5266.2,100057.8,18468.25,Credit Card
10941,01-01-2024,Indranil Char,South,Coimbatore,Sports,Cricket Bat,Cricket Bat Distinctio,3,15767,47301,20,9460.2,37840.8,8626.75,Net Banking
10942,28-05-2024,Gokul Chacko,South,Hyderabad,Home Decor,Wall Art,Wall Art Saepe,5,47154,235770,15,35365.5,200404.5,47036.01,COD
10943,14-09-2025,Samarth Subramaniam,East,Bhubaneswar,Beauty,Lipstick,Lipstick Autem,2,38993,77986,10,7798.6,70187.4,8192.39,UPI
10944,28-07-2025,Himmat Srinivasan,South,Chennai,Toys,Puzzle,Puzzle Illo,5,32264,161320,20,32264,129056,28396.22,Credit Card
10945,23-10-2024,Rati Dayal,East,Guwahati,Beauty,Perfume,Perfume Ipsam,3,25698,77094,20,15418.8,61675.2,10994.61,Credit Card
10946,02-01-2024,Ranbir Cheema,South,Bangalore,Groceries,Sugar,Sugar Quasi,3,43427,130281,0,0,130281,7739.61,Net Banking
10947,04-04-2024,Dhanuk Chawla,West,Mumbai,Toys,Puzzle,Puzzle Ex,1,8403,8403,20,1680.6,6722.4,1422.03,Credit Card
10948,20-11-2024,Jivika Vohra,West,Pune,Toys,RC Car,RC Car Natus,5,56992,284960,15,42744,242216,51974.15,Debit Card
10949,17-11-2023,Kiaan Golla,North,Jaipur,Groceries,Spices,Spices Officiis,2,40833,81666,15,12249.9,69416.1,10821.74,Debit Card
10950,13-07-2025,Shayak Kannan,South,Bangalore,Clothing,Women's Wear,Women's Wear Optio,5,1794,8970,5,448.5,8521.5,1574.14,UPI
10951,17-04-2024,Shanaya Raja,North,Amritsar,Home Decor,Wall Art,Wall Art Eius,4,30707,122828,5,6141.4,116686.6,23786.99,COD
10952,05-09-2025,Vardaniya Vala,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Sequi,2,39583,79166,0,0,79166,16368.63,UPI
10953,16-09-2025,Nitara Saraf,South,Hyderabad,Groceries,Sugar,Sugar Nostrum,3,64683,194049,5,9702.45,184346.55,27785.76,UPI
10954,15-10-2024,Eshani Dora,West,Mumbai,Home Decor,Lamp,Lamp Nostrum,4,46303,185212,0,0,185212,45900.32,COD
10955,15-01-2024,Lavanya Ahuja,West,Pune,Clothing,Kids Wear,Kids Wear Velit,5,51908,259540,15,38931,220609,29884.88,Debit Card
10956,11-11-2024,Kabir Bajwa,West,Ahmedabad,Furniture,Sofa,Sofa Voluptatibus,3,42898,128694,10,12869.4,115824.6,23231.6,COD
10957,12-03-2024,Anahi Upadhyay,North,Lucknow,Books,Fiction,Fiction Quisquam,3,22522,67566,20,13513.2,54052.8,3842.98,Credit Card
10958,16-02-2024,Alisha Balakrishnan,South,Bangalore,Furniture,Bed,Bed Sit,3,48529,145587,15,21838.05,123748.95,9391.17,COD
10959,15-04-2024,Trisha Tiwari,East,Guwahati,Books,Biography,Biography Qui,1,62920,62920,15,9438,53482,4786.7,Credit Card
10960,20-08-2024,Aaina Ramaswamy,North,Jaipur,Kitchen,Refrigerator,Refrigerator Fuga,5,19156,95780,10,9578,86202,6240.3,UPI
10961,01-03-2025,Ranbir Khanna,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Magni,2,11858,23716,0,0,23716,1920.82,COD
10962,21-02-2025,Mishti Venkatesh,East,Patna,Kitchen,Mixer Grinder,Mixer Grinder Cumque,2,21444,42888,10,4288.8,38599.2,6237.98,COD
10963,17-06-2024,Ehsaan Shanker,South,Chennai,Furniture,Sofa,Sofa Temporibus,1,23826,23826,0,0,23826,5582.01,COD
10964,18-10-2024,Dhanuk Ratti,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Maxime,2,63728,127456,20,25491.2,101964.8,18543.85,UPI
10965,15-06-2024,Saira Sastry,East,Bhubaneswar,Toys,Action Figure,Action Figure Ipsum,4,52831,211324,20,42264.8,169059.2,27423.41,Debit Card
10966,02-05-2025,Ritvik Dua,West,Mumbai,Books,Comics,Comics Distinctio,2,3692,7384,10,738.4,6645.6,916.28,Credit Card
10967,23-01-2025,Shray Sundaram,South,Bangalore,Beauty,Perfume,Perfume Soluta,2,23824,47648,0,0,47648,4557.06,UPI
10968,09-11-2023,Inaaya  Mand,North,Amritsar,Sports,Yoga Mat,Yoga Mat Et,2,64141,128282,0,0,128282,19421.47,Net Banking
10969,28-01-2024,Shlok Gade,West,Pune,Kitchen,Juicer,Juicer Magni,3,57675,173025,15,25953.75,147071.25,29649.75,UPI
10970,27-11-2024,Indrajit Reddy,South,Coimbatore,Sports,Football,Football Aliquid,1,67999,67999,10,6799.9,61199.1,12278.12,UPI
10971,22-09-2025,Tushar Sankaran,West,Ahmedabad,Groceries,Rice,Rice Facilis,5,46134,230670,15,34600.5,196069.5,24398.52,Net Banking
10972,28-12-2024,Jhanvi Subramaniam,South,Chennai,Kitchen,Refrigerator,Refrigerator Magni,1,42919,42919,15,6437.85,36481.15,3113.28,Net Banking
10973,04-12-2023,Rati Dhar,West,Ahmedabad,Home Decor,Vase,Vase Debitis,4,5565,22260,0,0,22260,3227.59,Credit Card
10974,06-01-2024,Taran Chahal,West,Pune,Home Decor,Wall Art,Wall Art Dolores,2,12508,25016,5,1250.8,23765.2,1926.46,COD
10975,23-11-2024,Vritika Dube,West,Goa,Kitchen,Cookware Set,Cookware Set Natus,4,37919,151676,20,30335.2,121340.8,11472.37,COD
10976,11-05-2025,Kavya Mahal,North,Chandigarh,Furniture,Bed,Bed Consequuntur,2,65319,130638,15,19595.7,111042.3,13068.28,Net Banking
10977,06-03-2024,Vaibhav Dhar,East,Bhubaneswar,Electronics,Headphones,Headphones Aperiam,4,74837,299348,10,29934.8,269413.2,47063.23,Net Banking
10978,11-01-2025,Jayan Hari,West,Pune,Furniture,Chair,Chair Quo,1,20353,20353,15,3052.95,17300.05,1476.21,UPI
10979,07-08-2025,Keya Kunda,North,Chandigarh,Sports,Football,Football Hic,4,46114,184456,20,36891.2,147564.8,11329.56,COD
10980,07-05-2025,Vardaniya Ramachandran,South,Chennai,Kitchen,Cookware Set,Cookware Set Quaerat,5,19536,97680,5,4884,92796,10050.59,COD
10981,06-01-2024,Ryan Mand,West,Ahmedabad,Sports,Tennis Racket,Tennis Racket Omnis,3,71574,214722,10,21472.2,193249.8,37738.28,COD
10982,20-04-2024,Devansh Sethi,South,Chennai,Kitchen,Mixer Grinder,Mixer Grinder Et,2,73647,147294,15,22094.1,125199.9,8827,Debit Card
10983,10-12-2024,Tejas Ramachandran,South,Hyderabad,Toys,Puzzle,Puzzle In,3,23933,71799,10,7179.9,64619.1,13758.87,Net Banking
10984,24-02-2025,Pranay Mahal,West,Ahmedabad,Books,Non-Fiction,Non-Fiction Tenetur,2,55950,111900,20,22380,89520,11391.53,Debit Card
10985,26-01-2024,Ira Andra,West,Mumbai,Groceries,Wheat,Wheat Sit,4,28177,112708,15,16906.2,95801.8,11204.61,UPI
10986,22-09-2025,Himmat Bahri,South,Thiruvananthapuram,Beauty,Foundation,Foundation Temporibus,2,10700,21400,20,4280,17120,1933.29,Credit Card
10987,18-04-2025,Vihaan Kannan,South,Chennai,Books,Non-Fiction,Non-Fiction Quod,1,20838,20838,0,0,20838,5084.45,Net Banking
10988,18-02-2024,Vihaan Varty,East,Guwahati,Clothing,Accessories,Accessories Ipsum,4,31324,125296,5,6264.8,119031.2,22802.84,Credit Card
10989,23-07-2025,Ayesha Srinivas,North,Lucknow,Furniture,Bed,Bed Tempora,4,2521,10084,10,1008.4,9075.6,1480.11,UPI
10990,10-08-2024,Hansh Chaudhuri,East,Bhubaneswar,Toys,Puzzle,Puzzle Soluta,2,55051,110102,15,16515.3,93586.7,20925.31,Credit Card
10991,04-01-2024,Aarush Bahl,East,Bhubaneswar,Books,Fiction,Fiction Laborum,4,73288,293152,10,29315.2,263836.8,56203.35,Debit Card
10992,06-12-2024,Rati Bhatti,East,Guwahati,Groceries,Oil,Oil Exercitationem,4,29212,116848,20,23369.6,93478.4,10820.44,Credit Card
10993,05-06-2025,Shanaya Chaudry,West,Surat,Groceries,Sugar,Sugar Similique,5,47142,235710,5,11785.5,223924.5,13670.89,Credit Card
10994,21-10-2023,Anay Upadhyay,East,Bhubaneswar,Toys,Board Game,Board Game Tempora,5,42907,214535,10,21453.5,193081.5,16436.26,Net Banking
10995,14-09-2024,Darshit Keer,West,Mumbai,Books,Biography,Biography Sint,1,28656,28656,5,1432.8,27223.2,5327.56,Debit Card
10996,29-05-2024,Umang Iyengar,North,Amritsar,Toys,RC Car,RC Car Animi,2,11948,23896,5,1194.8,22701.2,5387.57,COD
10997,07-05-2025,Zain Wadhwa,South,Chennai,Kitchen,Cookware Set,Cookware Set Harum,3,8530,25590,15,3838.5,21751.5,3356.24,UPI
10998,09-08-2024,Saira Ratti,North,Chandigarh,Clothing,Kids Wear,Kids Wear Eveniet,2,35370,70740,15,10611,60129,7808.18,COD
10999,07-07-2025,Zara Sinha,South,Coimbatore,Groceries,Sugar,Sugar Nihil,5,1101,5505,10,550.5,4954.5,683.19,UPI
11000,10-05-2025,Anahi Rao,South,Bangalore,Books,Fiction,Fiction Nisi,3,78111,234333,5,11716.65,222616.35,11985.08,UPI
11001,04-02-2024,Miraya Jha,South,Coimbatore,Groceries,Wheat,Wheat Necessitatibus,1,21585,21585,15,3237.75,18347.25,2938.7,UPI
11002,27-11-2023,Farhan Kata,North,Lucknow,Groceries,Spices,Spices Dolores,1,75335,75335,15,11300.25,64034.75,13472.26,Debit Card
11003,16-02-2024,Mehul Suri,North,Jaipur,Beauty,Lipstick,Lipstick Molestias,2,51288,102576,20,20515.2,82060.8,7654.7,Debit Card
11004,29-01-2024,Tarini Ganesan,North,Chandigarh,Books,Comics,Comics Nesciunt,2,38765,77530,10,7753,69777,5260.27,Credit Card
11005,20-12-2024,Nitya Dayal,West,Surat,Electronics,Camera,Camera Vel,2,79251,158502,5,7925.1,150576.9,18926.24,COD
11006,16-05-2024,Inaaya  Sinha,West,Goa,Clothing,Shoes,Shoes Sapiente,4,13384,53536,15,8030.4,45505.6,5533.46,Credit Card
11007,08-12-2024,Eva Deshpande,South,Thiruvananthapuram,Groceries,Wheat,Wheat Magni,3,66276,198828,5,9941.4,188886.6,17971.48,Credit Card
11008,10-03-2024,Shanaya Gill,West,Ahmedabad,Toys,Doll,Doll Voluptatem,3,58549,175647,20,35129.4,140517.6,7625.21,Net Banking
11009,09-11-2023,Keya Goswami,East,Bhubaneswar,Sports,Yoga Mat,Yoga Mat Dolor,5,57314,286570,15,42985.5,243584.5,33129.89,Net Banking
11010,22-06-2024,Raghav Gala,East,Guwahati,Furniture,Bed,Bed Laudantium,1,64511,64511,15,9676.65,54834.35,7152.58,Debit Card
11011,15-06-2025,Neysa Chacko,North,Jaipur,Home Decor,Vase,Vase Quia,2,9742,19484,15,2922.6,16561.4,3249.54,UPI
11012,03-02-2024,Chirag Banik,West,Goa,Sports,Yoga Mat,Yoga Mat Sed,3,9940,29820,20,5964,23856,1667.57,Credit Card
11013,14-10-2023,Nirvaan Bhargava,South,Bangalore,Home Decor,Vase,Vase Dolorum,3,21730,65190,5,3259.5,61930.5,12070.69,COD
11014,14-02-2024,Ayesha Dani,South,Coimbatore,Groceries,Sugar,Sugar Labore,1,28841,28841,10,2884.1,25956.9,2731.44,Net Banking
11015,01-10-2024,Adira Tank,North,Amritsar,Kitchen,Cookware Set,Cookware Set Ipsum,4,64221,256884,15,38532.6,218351.4,27349.58,UPI
11016,16-12-2023,Romil Mall,East,Guwahati,Toys,RC Car,RC Car Reiciendis,3,46947,140841,15,21126.15,119714.85,10320.87,COD
11017,02-09-2025,Vritika Divan,North,Amritsar,Books,Comics,Comics Quo,3,68003,204009,5,10200.45,193808.55,22075.6,Net Banking
11018,09-09-2024,Stuvan Saxena,West,Mumbai,Furniture,Bed,Bed Repellendus,3,54327,162981,10,16298.1,146682.9,24928.05,Credit Card
11019,30-04-2024,Aarna Anand,North,Chandigarh,Beauty,Face Cream,Face Cream Reiciendis,5,36812,184060,20,36812,147248,11285.43,UPI
11020,03-12-2024,Elakshi Mall,East,Kolkata,Clothing,Shoes,Shoes Vitae,3,53353,160059,5,8002.95,152056.05,28118.74,Debit Card
11021,07-05-2024,Taimur Kapoor,West,Goa,Home Decor,Lamp,Lamp Sequi,2,69395,138790,20,27758,111032,27244.71,Credit Card
11022,30-06-2024,Tejas Jayaraman,North,Jaipur,Kitchen,Microwave,Microwave Perferendis,5,34804,174020,10,17402,156618,36975.33,UPI
11023,28-10-2023,Farhan Kumar,West,Surat,Furniture,Chair,Chair Dolores,4,28446,113784,20,22756.8,91027.2,20804.21,UPI
11024,22-08-2025,Vaibhav Borra,East,Patna,Beauty,Foundation,Foundation Illum,5,33373,166865,5,8343.25,158521.75,33381.87,COD
11025,20-02-2024,Mohanlal Kar,South,Thiruvananthapuram,Toys,Doll,Doll Dolorum,3,5586,16758,20,3351.6,13406.4,3144.07,Net Banking
11026,21-03-2025,Zeeshan Bajaj,South,Chennai,Toys,Doll,Doll Incidunt,4,76233,304932,0,0,304932,36668.09,UPI
11027,11-12-2024,Romil Ghose,East,Guwahati,Electronics,Headphones,Headphones At,1,46679,46679,15,7001.85,39677.15,9112.81,COD
11028,12-03-2024,Prisha Gopal,South,Chennai,Electronics,Mobile,Mobile Fugiat,3,28359,85077,5,4253.85,80823.15,7678.45,UPI
11029,07-04-2025,Jayant Sem,East,Bhubaneswar,Sports,Tennis Racket,Tennis Racket Voluptate,4,41906,167624,20,33524.8,134099.2,22270.89,Net Banking
11030,28-07-2024,Samar Bhalla,West,Surat,Books,Biography,Biography Non,5,7394,36970,0,0,36970,4223.29,Debit Card
11031,08-01-2025,Shayak Chaudhary,North,Amritsar,Clothing,Accessories,Accessories Repellendus,2,66329,132658,15,19898.7,112759.3,16441.9,Debit Card
11032,20-05-2025,Kimaya Kakar,West,Ahmedabad,Clothing,Kids Wear,Kids Wear Accusamus,5,33747,168735,10,16873.5,151861.5,26812.07,Net Banking
11033,29-10-2023,Dhruv Bahl,North,Lucknow,Toys,Action Figure,Action Figure Natus,2,731,1462,15,219.3,1242.7,114.31,Credit Card
11034,04-06-2025,Yuvaan Vig,West,Surat,Clothing,Kids Wear,Kids Wear Nemo,4,37118,148472,5,7423.6,141048.4,13478.66,COD
11035,24-01-2025,Lakshit Sridhar,East,Guwahati,Home Decor,Clock,Clock Iure,3,29284,87852,20,17570.4,70281.6,15372.19,Debit Card
11036,09-09-2024,Khushi Dugal,East,Kolkata,Home Decor,Clock,Clock Dolor,1,15109,15109,10,1510.9,13598.1,2934.86,Net Banking
11037,06-02-2024,Sahil Kale,East,Bhubaneswar,Beauty,Foundation,Foundation Totam,1,19290,19290,5,964.5,18325.5,2830.27,UPI
11038,29-08-2024,Kimaya Issac,East,Guwahati,Beauty,Face Cream,Face Cream Voluptas,4,54082,216328,20,43265.6,173062.4,31705.38,Net Banking
11039,24-02-2025,Chirag Bera,South,Chennai,Beauty,Lipstick,Lipstick Esse,2,16234,32468,5,1623.4,30844.6,6972.64,Credit Card
11040,06-09-2024,Devansh Walia,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Modi,1,44624,44624,20,8924.8,35699.2,4378.39,Net Banking
11041,23-03-2025,Riya Bhandari,South,Chennai,Home Decor,Lamp,Lamp Nostrum,3,20681,62043,0,0,62043,10538.83,Credit Card
11042,26-10-2023,Neelofar Banerjee,West,Pune,Clothing,Women's Wear,Women's Wear Tenetur,1,1071,1071,5,53.55,1017.45,146.99,Debit Card
11043,07-10-2023,Aaryahi Mahajan,West,Ahmedabad,Sports,Dumbbells,Dumbbells Voluptates,1,10248,10248,10,1024.8,9223.2,789.51,Net Banking
11044,13-06-2024,Mamooty Shankar,West,Ahmedabad,Kitchen,Cookware Set,Cookware Set Quidem,3,30343,91029,5,4551.45,86477.55,14191.99,Net Banking
11045,01-08-2025,Farhan De,West,Ahmedabad,Groceries,Spices,Spices Quibusdam,4,68181,272724,0,0,272724,47541.58,Credit Card
11046,13-09-2025,Anahi Date,South,Chennai,Electronics,Headphones,Headphones Sed,3,44804,134412,0,0,134412,16686.39,Debit Card
11047,15-03-2024,Parinaaz Datta,West,Ahmedabad,Home Decor,Vase,Vase Ea,5,65619,328095,5,16404.75,311690.25,67820.74,Net Banking
11048,12-05-2024,Rania Mand,South,Coimbatore,Books,Non-Fiction,Non-Fiction Cum,2,67113,134226,5,6711.3,127514.7,19052.36,Net Banking
11049,04-05-2025,Rania Sanghvi,West,Pune,Books,Biography,Biography Deserunt,2,20114,40228,15,6034.2,34193.8,7109.46,UPI
11050,28-10-2023,Anahi Date,West,Mumbai,Home Decor,Lamp,Lamp Sed,2,10531,21062,5,1053.1,20008.9,1003.16,COD
11051,28-01-2025,Zain Sha,West,Surat,Books,Biography,Biography Repudiandae,1,46017,46017,0,0,46017,11480.17,COD
11052,11-11-2024,Hunar Seth,East,Patna,Beauty,Face Cream,Face Cream Nisi,5,34608,173040,20,34608,138432,13386.86,UPI
11053,03-09-2025,Mohanlal Sha,East,Guwahati,Home Decor,Cushion,Cushion Praesentium,5,23060,115300,10,11530,103770,18282.64,Debit Card
11054,28-02-2024,Farhan Dave,North,Amritsar,Beauty,Perfume,Perfume Veniam,4,53624,214496,0,0,214496,13543.77,Net Banking
11055,02-10-2024,Myra Dua,South,Thiruvananthapuram,Groceries,Oil,Oil Iusto,5,53156,265780,0,0,265780,45958.29,Credit Card
11056,13-04-2024,Suhana Mani,North,Jaipur,Toys,RC Car,RC Car Ab,4,69925,279700,20,55940,223760,18817.06,Debit Card
11057,11-12-2024,Shanaya Devan,West,Mumbai,Toys,Puzzle,Puzzle Tempora,5,28450,142250,5,7112.5,135137.5,8543.18,COD
11058,31-05-2025,Onkar Bora,West,Surat,Sports,Yoga Mat,Yoga Mat Voluptatem,5,61981,309905,10,30990.5,278914.5,30971.48,UPI
11059,02-09-2025,Piya Koshy,South,Bangalore,Home Decor,Clock,Clock Animi,4,46217,184868,10,18486.8,166381.2,18545.21,UPI
11060,24-07-2024,Kismat Chowdhury,West,Goa,Kitchen,Microwave,Microwave Ex,5,26290,131450,15,19717.5,111732.5,17413.74,COD
11061,01-02-2025,Akarsh Sastry,West,Ahmedabad,Groceries,Oil,Oil Quisquam,4,4679,18716,20,3743.2,14972.8,3146.42,COD
11062,17-05-2025,Rati Ramaswamy,North,Chandigarh,Toys,Puzzle,Puzzle Commodi,4,614,2456,0,0,2456,458.44,Credit Card
11063,24-11-2024,Prerak Shan,South,Thiruvananthapuram,Furniture,Table,Table Excepturi,1,11858,11858,5,592.9,11265.1,670.04,Credit Card
11064,06-12-2024,Kashvi Raja,East,Kolkata,Books,Textbook,Textbook Assumenda,3,66303,198909,0,0,198909,45906.61,COD
11065,11-10-2023,Onkar Johal,East,Ranchi,Books,Textbook,Textbook Nihil,3,56549,169647,20,33929.4,135717.6,9387.13,Debit Card
11066,10-05-2025,Ryan Srivastava,West,Mumbai,Electronics,Smartwatch,Smartwatch Aperiam,1,38853,38853,20,7770.6,31082.4,4063.2,Debit Card
11067,06-09-2025,Yakshit Brahmbhatt,South,Chennai,Home Decor,Lamp,Lamp Ut,4,20842,83368,0,0,83368,8546.61,Credit Card
11068,15-10-2024,Baiju Jaggi,South,Coimbatore,Beauty,Face Cream,Face Cream Recusandae,4,5016,20064,15,3009.6,17054.4,2561.68,Debit Card
11069,12-07-2025,Zaina Chakrabarti,West,Mumbai,Sports,Cricket Bat,Cricket Bat Officiis,2,41608,83216,0,0,83216,6068.01,Net Banking
11070,20-02-2024,Ivana Sandal,West,Surat,Kitchen,Mixer Grinder,Mixer Grinder Earum,5,35132,175660,10,17566,158094,32036.26,UPI
11071,10-02-2025,Kabir Dani,South,Bangalore,Electronics,Laptop,Laptop Et,3,23559,70677,20,14135.4,56541.6,5767.1,Debit Card
11072,03-09-2025,Alisha Bhagat,South,Hyderabad,Clothing,Women's Wear,Women's Wear Explicabo,2,72402,144804,20,28960.8,115843.2,27905.64,COD
11073,11-03-2024,Jivika Wali,West,Mumbai,Furniture,Cabinet,Cabinet Neque,5,12315,61575,20,12315,49260,10532.59,Debit Card
11074,09-08-2024,Aradhya Bassi,North,Delhi,Groceries,Sugar,Sugar Recusandae,4,1299,5196,20,1039.2,4156.8,431.16,Credit Card
11075,31-08-2024,Jivin Lal,North,Lucknow,Books,Textbook,Textbook Error,1,1548,1548,20,309.6,1238.4,283.82,UPI
11076,03-09-2024,Charvi Dora,North,Amritsar,Toys,Action Figure,Action Figure Voluptatem,1,28645,28645,20,5729,22916,1924.59,UPI
11077,23-09-2025,Tarini Sant,East,Patna,Beauty,Foundation,Foundation Sapiente,2,7000,14000,20,2800,11200,1427.14,Credit Card
11078,14-01-2025,Emir Batta,North,Jaipur,Sports,Cricket Bat,Cricket Bat Officiis,3,12289,36867,10,3686.7,33180.3,3695.39,COD
11079,08-05-2024,Prerak Dani,East,Guwahati,Electronics,Mobile,Mobile Vitae,1,13336,13336,15,2000.4,11335.6,2562.19,Credit Card
11080,14-02-2024,Drishya Amble,South,Coimbatore,Groceries,Oil,Oil Cupiditate,1,17376,17376,10,1737.6,15638.4,1947.58,COD
11081,31-08-2024,Bhavin Chowdhury,East,Guwahati,Groceries,Spices,Spices Natus,5,52647,263235,15,39485.25,223749.75,47403.62,Credit Card
11082,05-09-2024,Adah Jhaveri,East,Guwahati,Kitchen,Refrigerator,Refrigerator Vero,5,37492,187460,10,18746,168714,13616.72,Net Banking
11083,30-01-2025,Raunak Keer,North,Amritsar,Books,Textbook,Textbook Placeat,1,56680,56680,15,8502,48178,7140.03,Debit Card
11084,13-03-2024,Dhanush Samra,West,Mumbai,Electronics,Laptop,Laptop Quasi,2,69931,139862,0,0,139862,27076.75,COD
11085,25-10-2023,Kaira Bera,South,Hyderabad,Electronics,Camera,Camera Facere,1,64881,64881,10,6488.1,58392.9,3188.26,COD
11086,24-12-2023,Kiara Lad,West,Goa,Home Decor,Clock,Clock Fugit,4,54187,216748,20,43349.6,173398.4,17229.79,COD
11087,02-10-2025,Anahita Chada,North,Delhi,Home Decor,Vase,Vase Et,5,1445,7225,5,361.25,6863.75,1180.7,Credit Card
11088,30-04-2025,Indranil Khurana,North,Amritsar,Electronics,Mobile,Mobile Voluptates,4,76442,305768,20,61153.6,244614.4,19458.47,COD
11089,25-03-2025,Navya Thakur,South,Coimbatore,Clothing,Women's Wear,Women's Wear Maiores,3,14127,42381,10,4238.1,38142.9,5554.72,Debit Card
11090,18-12-2024,Kismat Tara,North,Jaipur,Furniture,Sofa,Sofa Praesentium,3,58577,175731,10,17573.1,158157.9,25712.93,COD
11091,30-03-2024,Vanya Mallick,West,Mumbai,Groceries,Spices,Spices Temporibus,4,51102,204408,5,10220.4,194187.6,37261.47,Net Banking
11092,22-07-2024,Kaira Solanki,South,Thiruvananthapuram,Beauty,Foundation,Foundation Eveniet,3,46500,139500,20,27900,111600,16186.35,Credit Card
11093,05-09-2024,Jivika Andra,South,Coimbatore,Electronics,Mobile,Mobile In,1,22580,22580,15,3387,19193,1298.16,Net Banking
11094,06-07-2025,Elakshi Singhal,South,Coimbatore,Electronics,Camera,Camera Ipsa,1,29931,29931,15,4489.65,25441.35,1419.79,Credit Card
11095,24-05-2025,Jivin Bora,North,Lucknow,Electronics,Mobile,Mobile Fuga,2,72878,145756,15,21863.4,123892.6,7564.37,Debit Card
11096,30-08-2024,Bhamini Karan,East,Kolkata,Toys,Board Game,Board Game Quam,2,49224,98448,0,0,98448,18681.26,COD
11097,31-10-2023,Parinaaz Som,West,Surat,Books,Fiction,Fiction Ut,3,9931,29793,5,1489.65,28303.35,5063.38,Debit Card
11098,18-12-2023,Shanaya Chatterjee,South,Thiruvananthapuram,Books,Comics,Comics Exercitationem,3,26535,79605,10,7960.5,71644.5,16298.24,COD
11099,21-07-2025,Neysa Sheth,South,Coimbatore,Sports,Football,Football Provident,2,74485,148970,10,14897,134073,15987.45,Debit Card
11100,28-11-2023,Vivaan Verma,East,Bhubaneswar,Books,Non-Fiction,Non-Fiction Tempore,2,57097,114194,0,0,114194,17565.4,COD
11101,17-12-2023,Nehmat Hegde,North,Chandigarh,Electronics,Smartwatch,Smartwatch Ipsam,2,59268,118536,15,17780.4,100755.6,20731.39,Net Banking
11102,28-06-2025,Eva Sahota,North,Amritsar,Groceries,Rice,Rice Quas,4,76727,306908,0,0,306908,43168.59,Credit Card
